"","spp","year","quad","Group","ID","logarea.t0","logarea.t1","W","uniqID"
"37","POSE",1930,"Q7","P1E1",76,1.19721535274684,1.28873219877287,0,"Q7_76"
"38","POSE",1930,"Q21","P7E1",75,0.563362322432383,1.11827538049203,0.728372491193869,"Q21_75"
"39","POSE",1930,"Q22","P7E1",85,0.982312343040706,1.26185911722706,0.00185662427006047,"Q22_85"
"40","POSE",1930,"Q10","P1E1",110,1.30960751247287,0.936648490932331,0.0505810119834998,"Q10_110"
"41","POSE",1930,"Q22","P7E1",105,1.50554368776724,1.53222292961493,1.78674852691074e-16,"Q22_105"
"42","POSE",1930,"Q22","P7E1",111,0.972106781826798,0.934377079903201,0.155229527248217,"Q22_111"
"43","POSE",1930,"Q18","P2",3,0.327708052188762,0.276945711970224,0.046960953055791,"Q18_3"
"44","POSE",1930,"Q22","P7E1",73,0.976749102496963,1.38080894586323,0,"Q22_73"
"45","POSE",1930,"Q8","P1E1",13,2.37594586762054,1.46740944220672,0.0123374416557153,"Q8_13"
"46","POSE",1930,"Q7","P1E1",74,1.66436604459343,0.553535499100558,4.14053472574949e-11,"Q7_74"
"47","POSE",1930,"Q18","P2",9,0.327913046394123,0.908298000340093,0.0390603494049871,"Q18_9"
"48","POSE",1930,"Q10","P1E1",56,3.30073512504548,3.11581959589466,0.0205811829145171,"Q10_56"
"49","POSE",1930,"Q10","P1E1",22,0.0781976039746519,1.20002998479749,0.0600275805544652,"Q10_22"
"50","POSE",1930,"Q8","P1E1",55,1.16448683224151,1.32126731429813,0.11534938562634,"Q8_55"
"51","POSE",1930,"Q16","P2",9,0.344009700717611,0.482196158814355,0.56318538859008,"Q16_9"
"52","POSE",1930,"Q18","P2",23,0.849761453133604,0.459220850067248,0.0158814150187187,"Q18_23"
"53","POSE",1930,"Q18","P2",2,0.343173572924479,0.546608711215378,0.0681355816960516,"Q18_2"
"54","POSE",1930,"Q10","P1E1",102,1.29230432656612,2.983317457175,2.06201633545788e-09,"Q10_102"
"55","POSE",1930,"Q18","P2",19,0.822943113837038,2.15924967696964,0.69026065569841,"Q18_19"
"56","POSE",1930,"Q22","P7E1",87,1.26985059255563,1.12703095371781,0.550560948489829,"Q22_87"
"57","POSE",1930,"Q10","P1E1",14,1.30232683324855,1.42407544480144,0.261202559964334,"Q10_14"
"58","POSE",1930,"Q10","P1E1",15,0.641140737997347,1.14395739347533,0.508879002749382,"Q10_15"
"59","POSE",1930,"Q8","P1E1",35,3.07251055296038,3.69156181071806,3.97529624862613e-10,"Q8_35"
"60","POSE",1930,"Q8","P1E1",58,0.806527607167402,0.506546829143853,0.0960737741188718,"Q8_58"
"61","POSE",1930,"Q16","P2",7,0.60403132209716,2.06258469881523,0.371850773163223,"Q16_7"
"62","POSE",1930,"Q19","P7E1",23,1.23293190457248,1.61799504253275,0.0710648509727045,"Q19_23"
"63","POSE",1930,"Q10","P1E1",17,0.36192896604921,0.915749335856267,0.486966591195594,"Q10_17"
"64","POSE",1930,"Q11","P1",60,0.990726375339736,1.30749057099872,0.32342635612875,"Q11_60"
"65","POSE",1930,"Q11","P1",73,0.86961591550627,2.36027966425513,0,"Q11_73"
"66","POSE",1930,"Q11","P1",77,0.486208185084211,1.19956723095289,0.0197169468138161,"Q11_77"
"67","POSE",1930,"Q7","P1E1",85,1.57541955695231,1.6206402416492,2.2821013282659e-10,"Q7_85"
"68","POSE",1930,"Q13","P1",84,0.729517399272216,0.290915277278831,0.701414427153223,"Q13_84"
"69","POSE",1930,"Q21","P7E1",95,1.13338457845246,0.755554625702875,0,"Q21_95"
"70","POSE",1930,"Q21","P7E1",15,1.84481047958783,2.04454730228235,0.936229885259653,"Q21_15"
"71","POSE",1930,"Q21","P7E1",29,1.10309307688616,2.47384004637895,1.51711171719573,"Q21_29"
"72","POSE",1930,"Q7","P1E1",80,2.55241782268839,1.63567688814,0.0167679641025502,"Q7_80"
"73","POSE",1930,"Q9","P1E1",54,0.361749871302054,-0.880665185209978,7.48015227536314e-09,"Q9_54"
"74","POSE",1930,"Q22","P7E1",79,1.76031005111969,1.91240395286132,0,"Q22_79"
"75","POSE",1930,"Q8","P1E1",60,0.983738449196175,0.492570303549837,0,"Q8_60"
"76","POSE",1930,"Q9","P1E1",39,0.319785443853623,0.933493010309299,0,"Q9_39"
"77","POSE",1930,"Q7","P1E1",77,1.74232157173182,-0.140371640783349,7.80779885189986e-11,"Q7_77"
"78","POSE",1930,"Q19","P7E1",13,1.78192309129906,1.79692675515412,0.0390855568834462,"Q19_13"
"79","POSE",1930,"Q7","P1E1",8,1.21413543278382,0.217699433753625,0,"Q7_8"
"80","POSE",1930,"Q22","P7E1",114,1.1521449096401,0.97205017793977,0.420937086251218,"Q22_114"
"81","POSE",1930,"Q16","P2",2,0.735324102369216,1.48731506675253,0.0431068265827675,"Q16_2"
"82","POSE",1930,"Q7","P1E1",14,2.12086929609283,1.59821362141905,0.0259332106681848,"Q7_14"
"83","POSE",1931,"Q20","P7E1",65,1.35061629973859,0.938600175843351,0.863512241640982,"Q20_65"
"84","POSE",1931,"Q10","P1E1",14,1.42407544480144,1.43817976156278,0.490290764586941,"Q10_14"
"85","POSE",1931,"Q19","P7E1",13,1.79692675515412,2.75917086089519,0,"Q19_13"
"86","POSE",1931,"Q8","P1E1",53,1.47414615866793,0.599702963071503,6.99425850569924e-09,"Q8_53"
"87","POSE",1931,"Q7","P1E1",74,0.553535499100558,1.2911211478832,0,"Q7_74"
"88","POSE",1931,"Q8","P1E1",55,1.32126731429813,-0.219864121526627,0.138958673633228,"Q8_55"
"89","POSE",1931,"Q19","P7E1",23,1.61799504253275,0.722391868382993,0.0050807612308652,"Q19_23"
"90","POSE",1931,"Q7","P1E1",56,0.636696663718781,0.0178450398629948,2.79606043540603e-11,"Q7_56"
"91","POSE",1931,"Q10","P1E1",15,1.14395739347533,1.82455077539965,0.426518241235905,"Q10_15"
"92","POSE",1931,"Q10","P1E1",56,3.11581959589466,3.54746944215653,6.3694735516151e-10,"Q10_56"
"93","POSE",1931,"Q20","P7E1",54,1.49920705449016,-0.627285380638296,0.0189576150782922,"Q20_54"
"94","POSE",1931,"Q21","P7E1",95,0.755554625702875,1.32515570902677,0,"Q21_95"
"95","POSE",1931,"Q7","P1E1",31,2.64412881077747,3.46849963239541,0,"Q7_31"
"96","POSE",1931,"Q21","P7E1",29,2.47384004637895,2.45422827619436,3.22615645416136e-10,"Q21_29"
"97","POSE",1931,"Q7","P1E1",76,1.28873219877287,1.99775615293218,3.69108477116242e-09,"Q7_76"
"98","POSE",1931,"Q20","P7E1",57,0.484327725688617,0.854052072842189,0.081977543869592,"Q20_57"
"99","POSE",1931,"Q7","P1E1",80,1.63567688814,0.401124238146382,0.0444183662040131,"Q7_80"
"100","POSE",1931,"Q11","P1",26,2.27821784104367,5.56206460242458,0,"Q11_26"
"101","POSE",1931,"Q7","P1E1",86,0.302309905085296,1.35009031718998,0,"Q7_86"
"102","POSE",1931,"Q10","P1E1",110,0.936648490932331,0.547468563721433,0,"Q10_110"
"103","POSE",1931,"Q13","P1",84,0.290915277278831,1.18678383662175,0,"Q13_84"
"104","POSE",1931,"Q19","P7E1",28,1.81536638892629,2.74602213876427,0.0305653472390801,"Q19_28"
"105","POSE",1931,"Q19","P7E1",29,0.961988925738865,-0.449792506459451,0.0695076599807424,"Q19_29"
"106","POSE",1931,"Q22","P7E1",79,1.91240395286132,1.63523578489524,0,"Q22_79"
"107","POSE",1931,"Q8","P1E1",35,3.69156181071806,3.60635821577253,0,"Q8_35"
"108","POSE",1931,"Q22","P7E1",73,1.38080894586323,0.883464590561992,1.55875934382266e-09,"Q22_73"
"109","POSE",1931,"Q16","P2",7,2.06258469881523,-0.0235445668157774,0.210462743592394,"Q16_7"
"110","POSE",1931,"Q11","P1",60,1.30749057099872,0.518153913906886,0.0126449279379527,"Q11_60"
"111","POSE",1931,"Q14","P1",85,0.198304021458709,0.957494188180923,0,"Q14_85"
"112","POSE",1931,"Q9","P1E1",39,0.933493010309299,0.987014553824479,0.0209344145960281,"Q9_39"
"113","POSE",1931,"Q7","P1E1",87,0.238338664187845,0.624342525933745,0,"Q7_87"
"114","POSE",1931,"Q21","P7E1",15,2.04454730228235,2.60853682035358,1.92151993082312e-09,"Q21_15"
"115","POSE",1931,"Q16","P2",38,1.04802352520213,0.108188782214733,0.186182414809374,"Q16_38"
"116","POSE",1931,"Q10","P1E1",102,2.983317457175,2.08583038324058,0.00167433232862042,"Q10_102"
"117","POSE",1931,"Q13","P1",35,0.920033181781128,1.43443622728202,2.96517876918756e-09,"Q13_35"
"118","POSE",1931,"Q7","P1E1",88,1.23777025183027,3.52156712393616,0.0101503324522885,"Q7_88"
"119","POSE",1931,"Q22","P7E1",87,1.12703095371781,1.07985657893877,0,"Q22_87"
"120","POSE",1931,"Q7","P1E1",14,1.59821362141905,1.75261614190127,0.0475550596910135,"Q7_14"
"121","POSE",1931,"Q8","P1E1",11,2.01791931767023,1.16639932919692,6.93203396586739e-10,"Q8_11"
"122","POSE",1931,"Q7","P1E1",8,0.217699433753625,0.624429486348133,0,"Q7_8"
"123","POSE",1931,"Q7","P1E1",85,1.6206402416492,1.05047566892028,0,"Q7_85"
"124","POSE",1931,"Q11","P1",77,1.19956723095289,1.63004318590762,0.0194464486931627,"Q11_77"
"125","POSE",1931,"Q13","P1",196,0.808773110089288,0.661747772009728,6.80229206295735e-11,"Q13_196"
"126","POSE",1931,"Q22","P7E1",68,1.34671393746935,1.3816336888458,0.211705085077381,"Q22_68"
"127","POSE",1931,"Q22","P7E1",114,0.97205017793977,0.645583045397156,0,"Q22_114"
"128","POSE",1931,"Q22","P7E1",117,0.393185311523598,-0.530388300121399,3.50143802840819e-09,"Q22_117"
"129","POSE",1931,"Q17","P2",9,1.14515516582001,0.74918756298808,0,"Q17_9"
"130","POSE",1931,"Q18","P2",3,0.276945711970224,-0.0814769628705483,0.0495495629767754,"Q18_3"
"131","POSE",1931,"Q9","P1E1",57,1.3553932339716,2.35966904975178,0.354398535265416,"Q9_57"
"132","POSE",1932,"Q1","E1",12,2.97922033038162,0.916469074633732,1.17052439597333,"Q1_12"
"133","POSE",1932,"Q9","P1E1",37,2.41896260487746,3.23937240579798,1.74820478768822e-10,"Q9_37"
"134","POSE",1932,"Q1","E1",24,2.96372593490925,2.62291462880723,0,"Q1_24"
"135","POSE",1932,"Q1","E1",10,0.872909143027332,1.34234237579207,1.15302700720576e-09,"Q1_10"
"136","POSE",1932,"Q10","P1E1",110,0.547468563721433,1.84175824801215,1.51766998968128e-09,"Q10_110"
"137","POSE",1932,"Q1","E1",29,1.98989226644692,1.83737557823408,0,"Q1_29"
"138","POSE",1932,"Q1","E1",31,1.51208190747548,0.362889288330709,0,"Q1_31"
"139","POSE",1932,"Q10","P1E1",56,3.54746944215653,3.30978078281296,0,"Q10_56"
"140","POSE",1932,"Q23","P10E1",64,0.38277585635935,1.63307439921208,0.714305204545825,"Q23_64"
"141","POSE",1932,"Q10","P1E1",14,1.43817976156278,1.50569126225026,0.268267757082443,"Q10_14"
"142","POSE",1932,"Q10","P1E1",15,1.82455077539965,1.48043750569719,0.17576489210835,"Q10_15"
"143","POSE",1932,"Q5","E1",40,4.14973413032349,3.50932500133333,0,"Q5_40"
"144","POSE",1932,"Q5","E1",6,2.20645357674165,2.65192799010515,0.0365185877949509,"Q5_6"
"145","POSE",1932,"Q14","P1",100,0.976155958487837,2.41643896193861,0.129971911959067,"Q14_100"
"146","POSE",1932,"Q9","P1E1",57,2.35966904975178,2.70982267076196,1.27693771382553e-09,"Q9_57"
"147","POSE",1932,"Q3","E1",78,1.06846866375022,1.2641384071256,0.198302797280545,"Q3_78"
"148","POSE",1932,"Q10","P1E1",102,2.08583038324058,2.90417708780677,0,"Q10_102"
"149","POSE",1932,"Q5","E1",14,2.08201373073253,0.796139305309501,2.2167372907121,"Q5_14"
"150","POSE",1932,"Q5","E1",18,3.59400933816393,3.28271189898111,0,"Q5_18"
"151","POSE",1932,"Q5","E1",2,2.67371003288191,3.65258736928829,2.69978419843617,"Q5_2"
"152","POSE",1932,"Q11","P1",109,0.793648751901998,1.17574103727321,0,"Q11_109"
"153","POSE",1932,"Q11","P1",26,5.56206460242458,2.80416689741978,0,"Q11_26"
"154","POSE",1932,"Q11","P1",60,0.518153913906886,2.30441583802873,0,"Q11_60"
"155","POSE",1932,"Q11","P1",77,1.63004318590762,2.1654556596598,0,"Q11_77"
"156","POSE",1932,"Q13","P1",200,1.36676330994878,0.9152222126225,1.63745950132466e-09,"Q13_200"
"157","POSE",1932,"Q13","P1",35,1.43443622728202,1.29986880700759,0,"Q13_35"
"158","POSE",1932,"Q3","E1",167,3.60598808581499,1.26345454688757,0,"Q3_167"
"159","POSE",1932,"Q3","E1",6,2.62414327140096,1.71702528799751,0.417022360201904,"Q3_6"
"160","POSE",1932,"Q5","E1",11,2.8650697837088,1.92773800039872,1.74306270729344,"Q5_11"
"161","POSE",1932,"Q2","E1",25,1.34918223267519,1.13667757036529,0.00592132485975194,"Q2_25"
"162","POSE",1932,"Q3","E1",90,2.90752537934891,1.70560339215194,0.270741011016473,"Q3_90"
"163","POSE",1932,"Q23","P10E1",28,0.83329305415219,2.17189373825024,0.395626252303594,"Q23_28"
"164","POSE",1932,"Q23","P10E1",32,1.07423261352146,0.198926422967167,0.352245591657696,"Q23_32"
"165","POSE",1932,"Q5","E1",21,3.19586720114476,3.0705257512543,0,"Q5_21"
"166","POSE",1932,"Q5","E1",3,2.99546410321579,3.01241167092588,1.19371873081191,"Q5_3"
"167","POSE",1932,"Q5","E1",38,3.32436216492447,3.25903117129832,0,"Q5_38"
"168","POSE",1932,"Q5","E1",39,3.43109455843427,3.33103424174528,0,"Q5_39"
"169","POSE",1932,"Q5","E1",4,2.05329072458344,2.04718479474205,0.775408616533604,"Q5_4"
"170","POSE",1932,"Q9","P1E1",39,0.987014553824479,2.76506542344105,4.03856548203407e-09,"Q9_39"
"171","POSE",1932,"Q3","E1",142,0.836786560868656,-0.239338562424097,1.22590127591594,"Q3_142"
"172","POSE",1932,"Q3","E1",143,1.07665574067368,2.09443079358315,0.975030449236204,"Q3_143"
"173","POSE",1932,"Q22","P7E1",68,1.3816336888458,1.70855603988103,0,"Q22_68"
"174","POSE",1932,"Q23","P10E1",39,1.86173222690981,2.05491132291426,0,"Q23_39"
"175","POSE",1932,"Q2","E1",26,2.11411278615616,1.43888383173473,0.00645939493551921,"Q2_26"
"176","POSE",1932,"Q7","P1E1",74,1.2911211478832,2.51302438849513,0,"Q7_74"
"177","POSE",1932,"Q22","P7E1",97,0.885444031683114,1.89585588007515,0,"Q22_97"
"178","POSE",1932,"Q14","P1",85,0.957494188180923,1.79297583757906,1.82630577327814e-09,"Q14_85"
"179","POSE",1932,"Q23","P10E1",63,0.677090991615003,0.950431931633322,0.54810612298316,"Q23_63"
"180","POSE",1932,"Q20","P7E1",65,0.938600175843351,2.48906796369642,7.58568008407678e-09,"Q20_65"
"181","POSE",1932,"Q21","P7E1",29,2.45422827619436,2.4933702261547,0,"Q21_29"
"182","POSE",1932,"Q19","P7E1",28,2.74602213876427,3.14646825347185,0,"Q19_28"
"183","POSE",1932,"Q3","E1",12,1.425003714079,1.11888923106701,0.563296558878991,"Q3_12"
"184","POSE",1932,"Q3","E1",140,0.699708135834721,0.344283079638536,0.891558860462153,"Q3_140"
"185","POSE",1932,"Q23","P10E1",26,1.09332167657834,-0.0653898314648948,0.0309892936217539,"Q23_26"
"186","POSE",1932,"Q8","P1E1",53,0.599702963071503,2.18248218205214,0,"Q8_53"
"187","POSE",1932,"Q22","P7E1",73,0.883464590561992,1.14397628386272,0,"Q22_73"
"188","POSE",1932,"Q7","P1E1",14,1.75261614190127,0.884820364344908,0.0174441127624098,"Q7_14"
"189","POSE",1932,"Q25","P10E1",31,0.233844576214176,-0.708267100185761,0,"Q25_31"
"190","POSE",1932,"Q13","P1",84,1.18678383662175,1.6460145122586,7.22516269036078e-10,"Q13_84"
"191","POSE",1932,"Q8","P1E1",62,0.198959995041845,0.745745989084172,0,"Q8_62"
"192","POSE",1932,"Q22","P7E1",79,1.63523578489524,2.1408317484918,0,"Q22_79"
"193","POSE",1932,"Q7","P1E1",8,0.624429486348133,1.17515869824267,0,"Q7_8"
"194","POSE",1932,"Q7","P1E1",31,3.46849963239541,2.34178576126919,0,"Q7_31"
"195","POSE",1932,"Q20","P7E1",57,0.854052072842189,2.55252761646502,0.0376729990327042,"Q20_57"
"196","POSE",1932,"Q19","P7E1",32,1.42121451249279,-0.169463088624656,3.09402192755215e-09,"Q19_32"
"197","POSE",1932,"Q7","P1E1",76,1.99775615293218,0.136730674882957,0.00586191063541172,"Q7_76"
"198","POSE",1932,"Q22","P7E1",87,1.07985657893877,2.27521512864318,0,"Q22_87"
"199","POSE",1932,"Q8","P1E1",35,3.60635821577253,3.44837204146894,6.2683952990028e-10,"Q8_35"
"200","POSE",1932,"Q5","E1",13,2.15890169896091,0.463320142072176,4.01771888129489,"Q5_13"
"201","POSE",1932,"Q5","E1",12,2.83059115011615,2.90955539627289,1.05732645525403,"Q5_12"
"202","POSE",1932,"Q7","P1E1",87,0.624342525933745,2.42910352940731,0,"Q7_87"
"203","POSE",1933,"Q5","E1",18,3.28271189898111,2.95322836831908,9.10509062919119e-10,"Q5_18"
"205","POSE",1933,"Q3","E1",90,1.70560339215194,0.22314355131421,0,"Q3_90"
"206","POSE",1933,"Q23","P10E1",63,0.950431931633322,0.623982017636514,0.267188519658542,"Q23_63"
"207","POSE",1933,"Q23","P10E1",84,0.940010800012817,-0.0950304689890972,0.630172518591555,"Q23_84"
"209","POSE",1933,"Q3","E1",49,1.87854853241693,1.74244136171765,0,"Q3_49"
"210","POSE",1933,"Q9","P1E1",57,2.70982267076196,2.16878125349176,3.41750318693101e-10,"Q9_57"
"211","POSE",1933,"Q10","P1E1",110,1.84175824801215,0.804254025800419,0,"Q10_110"
"212","POSE",1933,"Q23","P10E1",60,1.02308528848495,-0.165895378840856,0.168466596797371,"Q23_60"
"213","POSE",1933,"Q23","P10E1",64,1.63307439921208,0.493376306906716,0.10603001981254,"Q23_64"
"215","POSE",1933,"Q1","E1",31,0.362889288330709,-0.121094804012949,5.5226494488636e-09,"Q1_31"
"216","POSE",1933,"Q1","E1",94,1.15808973637709,0.805424852106303,0.209130252912259,"Q1_94"
"217","POSE",1933,"Q11","P1",105,1.70167118184119,1.73595723479935,0.00404980237455397,"Q11_105"
"218","POSE",1933,"Q21","P7E1",29,2.4933702261547,-0.287682072451814,0,"Q21_29"
"219","POSE",1933,"Q23","P10E1",82,1.64558674476054,-0.385464703881267,0.0947003234260288,"Q23_82"
"220","POSE",1933,"Q11","P1",77,2.1654556596598,2.0732217500867,0.0495097620671784,"Q11_77"
"221","POSE",1933,"Q5","E1",12,2.90955539627289,3.45313757479414,0.242003563943635,"Q5_12"
"222","POSE",1933,"Q3","E1",17,1.91064665140784,0.808885130603696,0.00935146438225466,"Q3_17"
"223","POSE",1933,"Q23","P10E1",110,0.471121853566936,0.717185924023548,0.691944812879978,"Q23_110"
"224","POSE",1933,"Q23","P10E1",97,2.11159125988213,-0.288705858270047,0.0572594010867385,"Q23_97"
"225","POSE",1933,"Q22","P7E1",68,1.70855603988103,-0.229735619432446,0.00388090531784187,"Q22_68"
"226","POSE",1933,"Q23","P10E1",39,2.05491132291426,-0.444120818745506,0.053612423663834,"Q23_39"
"227","POSE",1933,"Q8","P1E1",65,0.579206237305105,1.26567378306366,1.31577881923306e-09,"Q8_65"
"228","POSE",1933,"Q23","P10E1",28,2.17189373825024,1.76817442558993,0.0417886713606343,"Q23_28"
"229","POSE",1933,"Q3","E1",6,1.71702528799751,1.98289282411429,0,"Q3_6"
"230","POSE",1933,"Q5","E1",3,3.01241167092588,3.32967219075599,1.03924440745116,"Q5_3"
"231","POSE",1933,"Q23","P10E1",96,2.02417654736429,0.679538824847544,0.0109406820586962,"Q23_96"
"232","POSE",1933,"Q21","P7E1",104,1.28833726786171,1.97443506250229,0.220349741341481,"Q21_104"
"233","POSE",1933,"Q5","E1",2,3.65258736928829,3.28073023732087,0.410280480619825,"Q5_2"
"234","POSE",1933,"Q5","E1",6,2.65192799010515,2.17012956055845,0.00204353240045482,"Q5_6"
"235","POSE",1933,"Q1","E1",10,1.34234237579207,1.21120471864163,6.34175378877444e-10,"Q1_10"
"236","POSE",1933,"Q22","P7E1",73,1.14397628386272,1.95089711926713,1.15930820498988e-09,"Q22_73"
"237","POSE",1933,"Q10","P1E1",102,2.90417708780677,1.99847286424943,3.93963756195603e-10,"Q10_102"
"238","POSE",1933,"Q22","P7E1",85,2.47683741390336,-0.287682072451786,0,"Q22_85"
"239","POSE",1933,"Q22","P7E1",87,2.27521512864318,0.68054212567465,0,"Q22_87"
"240","POSE",1933,"Q14","P1",95,2.33978954698761,1.80286424896016,0.0584628656023419,"Q14_95"
"241","POSE",1933,"Q1","E1",29,1.83737557823408,0.744629050812689,1.5900096466126e-10,"Q1_29"
"242","POSE",1933,"Q11","P1",26,2.80416689741978,3.09626997964139,0,"Q11_26"
"243","POSE",1933,"Q11","P1",60,2.30441583802873,2.46741950659438,2.24046672769873e-11,"Q11_60"
"244","POSE",1933,"Q5","E1",39,3.33103424174528,3.09921769935396,4.7816405341905e-11,"Q5_39"
"246","POSE",1933,"Q5","E1",4,2.04718479474205,1.92428115481423,0.365218119723806,"Q5_4"
"247","POSE",1933,"Q5","E1",40,3.50932500133333,3.99362577718988,0,"Q5_40"
"248","POSE",1933,"Q20","P7E1",54,1.70109634736558,-0.00110119246027603,0.246028973842757,"Q20_54"
"249","POSE",1933,"Q20","P7E1",55,2.90019711625078,1.79422873880123,0,"Q20_55"
"250","POSE",1933,"Q10","P1E1",127,0.318026903744915,-0.601028191096198,2.11088035939611e-10,"Q10_127"
"251","POSE",1933,"Q10","P1E1",14,1.50569126225026,0.537286701367724,0.207438348521911,"Q10_14"
"252","POSE",1933,"Q10","P1E1",15,1.48043750569719,-0.229804146696784,0.170043621455854,"Q10_15"
"253","POSE",1933,"Q7","P1E1",87,2.42910352940731,1.40197562482149,0,"Q7_87"
"254","POSE",1933,"Q11","P1",111,0.955787699787776,0.838416687573107,5.88792126166027e-09,"Q11_111"
"255","POSE",1933,"Q8","P1E1",59,0.0440536410838124,0.0244180494070476,1.54970236643237e-09,"Q8_59"
"256","POSE",1933,"Q6","E1",13,3.11368123564288,2.56454844470854,0,"Q6_13"
"257","POSE",1933,"Q5","E1",38,3.25903117129832,3.06309603156622,0,"Q5_38"
"259","POSE",1933,"Q2","E1",25,1.13667757036529,1.77599790492814,0,"Q2_25"
"260","POSE",1933,"Q3","E1",140,0.344283079638536,-1.38629436111989,0.641752154408774,"Q3_140"
"261","POSE",1933,"Q7","P1E1",22,2.94025849347357,1.43374437628329,0,"Q7_22"
"262","POSE",1933,"Q7","P1E1",74,2.51302438849513,-0.693147180559973,1.84414133741484e-11,"Q7_74"
"263","POSE",1933,"Q1","E1",12,0.916469074633732,0.573257652103085,1.73288788594128e-09,"Q1_12"
"264","POSE",1933,"Q22","P7E1",79,2.1408317484918,2.14001252668797,1.8177246374762e-09,"Q22_79"
"265","POSE",1933,"Q9","P1E1",37,3.23937240579798,2.42508071730273,0,"Q9_37"
"266","POSE",1933,"Q10","P1E1",56,3.30978078281296,1.6143905421627,2.1329054938235e-10,"Q10_56"
"267","POSE",1933,"Q8","P1E1",62,0.745745989084172,1.69036563914314,0.00908899236169019,"Q8_62"
"268","POSE",1933,"Q8","P1E1",53,2.18248218205214,2.27567697634353,0,"Q8_53"
"269","POSE",1933,"Q13","P1",200,0.9152222126225,1.57935703303723,0.0235903131435347,"Q13_200"
"270","POSE",1933,"Q5","E1",21,3.0705257512543,2.52603982633547,4.12230043735917e-10,"Q5_21"
